name,primary_industry,secondary_industries,description,traits,keywords,salary_range,crossover_label,source_url,reviewed
"Food Truck Owner","Entrepreneurship","Hospitality & Events","You create menus, prepare food, and drive your mobile restaurant to events, festivals, and busy street corners. You handle everything from cooking to permits to social media marketing to build a loyal customer base.","Creative,Energetic,Resourceful,Customer-focused","hands-on,creative,people,fast,independent,outdoor","$30k–$100k","","https://www.onetonline.org/link/summary/11-9051.00","false"
"Startup Founder","Entrepreneurship","Tech & Engineering, Business & Finance","You identify market gaps, develop innovative products or services, and pitch investors to fund your vision. You wear many hats—from product development to hiring—while navigating the challenges of building something from nothing.","Visionary,Resilient,Risk-tolerant,Persuasive","leadership,creative,fast,independent,systems,analytical","$0–$500k+","","https://www.onetonline.org/link/summary/11-1011.00","false"
"Business Development Manager","Entrepreneurship","Business & Finance","You identify growth opportunities, build strategic partnerships, and negotiate deals that expand a company's reach and revenue. You spend time researching markets, meeting potential clients, and crafting proposals that win new business.","Persuasive,Strategic,Relationship-builder,Ambitious","people,analytical,leadership,fast,systems,travel","$65k–$140k","","https://www.bls.gov/ooh/management/administrative-services-managers.htm","false"
"Venture Capital Analyst","Entrepreneurship","Business & Finance","You evaluate startup pitches, analyze business models, and help decide which companies receive investment funding. You research emerging industries and meet with founders to assess whether their ideas can scale.","Analytical,Curious,Detail-oriented,Strategic","data,analytical,fast,systems,people,research","$70k–$150k","Finance + Tech","https://www.onetonline.org/link/summary/13-2051.00","false"
"Small Business Consultant","Entrepreneurship","Business & Finance, Education & Coaching","You advise entrepreneurs on everything from business plans to marketing strategies to financial management. You help small business owners solve problems, avoid pitfalls, and scale their operations successfully.","Analytical,Supportive,Strategic,Communicative","people,analytical,systems,independent,leadership,teaching","$55k–$100k","","https://www.bls.gov/ooh/business-and-financial/management-analysts.htm","false"
"Product Manager","Entrepreneurship","Tech & Engineering, Design & Creative","You guide a product from concept to launch, coordinating between engineers, designers, and marketers to build something customers love. You prioritize features, analyze user feedback, and make decisions that shape the product roadmap.","Strategic,Collaborative,Decisive,User-focused","leadership,analytical,creative,systems,people,fast","$80k–$160k","Tech + Business","https://www.onetonline.org/link/summary/11-2021.00","false"
"Incubator Program Director","Entrepreneurship","Education & Coaching, Business & Finance","You run programs that help early-stage startups grow, connecting founders with mentors, resources, and funding opportunities. You design curriculum, host pitch events, and build a community of entrepreneurs.","Supportive,Organized,Networker,Strategic","people,leadership,systems,teaching,creative,community","$60k–$120k","Education + Business","https://www.onetonline.org/link/summary/11-9039.00","false"
"Licensing Entrepreneur","Entrepreneurship","Business & Finance, Design & Creative","You create intellectual property—like inventions, characters, or designs—and license them to companies for royalties instead of manufacturing yourself. You negotiate contracts and protect your creations while earning passive income.","Creative,Strategic,Negotiator,Self-motivated","creative,independent,systems,analytical,legal,business","$30k–$200k+","Creative + Business","https://www.onetonline.org/link/summary/41-3031.00","false"
"Growth Hacker","Entrepreneurship","Tech & Engineering, Media & Journalism","You experiment with creative, low-cost marketing tactics to rapidly grow a startup's user base. You run A/B tests, analyze conversion data, and find unconventional channels to acquire customers fast.","Experimental,Analytical,Creative,Fast-thinking","data,creative,fast,analytical,digital,systems","$55k–$130k","Marketing + Tech","https://www.onetonline.org/link/summary/13-1161.00","false"
"Import/Export Business Owner","Entrepreneurship","Business & Finance","You source products from international markets and sell them domestically, or export local goods abroad. You navigate customs regulations, build supplier relationships, and manage logistics across borders.","Detail-oriented,Culturally-aware,Negotiator,Risk-tolerant","travel,systems,analytical,people,independent,global","$45k–$150k","","https://www.onetonline.org/link/summary/11-9199.00","false"
"Subscription Box Creator","Entrepreneurship","Design & Creative, Business & Finance","You curate themed monthly boxes filled with products your subscribers love, handling sourcing, packaging design, and fulfillment. You build community through unboxing experiences and surprise-and-delight moments.","Creative,Organized,Trend-aware,Customer-focused","creative,systems,hands-on,people,visual,independent","$30k–$100k","Creative + Business","https://www.onetonline.org/link/summary/11-2022.00","false"
"Angel Investor","Entrepreneurship","Business & Finance","You invest your own money in early-stage startups in exchange for equity, often providing mentorship alongside funding. You evaluate pitches, negotiate terms, and help founders navigate their first critical growth stages.","Risk-tolerant,Strategic,Experienced,Networked","analytical,people,leadership,independent,systems,research","$0–$500k+ (returns vary)","","https://www.onetonline.org/link/summary/13-2051.00","false"
"Maker/Artisan Business Owner","Entrepreneurship","Design & Creative, Arts & Performance","You handcraft products—like jewelry, furniture, or ceramics—and sell them through markets, online stores, or boutiques. You manage production, pricing, and branding while staying true to your craft.","Creative,Patient,Detail-oriented,Self-motivated","hands-on,creative,visual,independent,artistic,people","$25k–$80k","Creative + Business","https://www.onetonline.org/link/summary/27-1012.00","false"
"Crowdfunding Campaign Manager","Entrepreneurship","Media & Journalism, Business & Finance","You plan and execute campaigns on platforms like Kickstarter or Indiegogo, crafting compelling stories and visuals that convince strangers to fund ideas. You manage backer communications and stretch goals to maximize funding.","Persuasive,Creative,Organized,Communicative","creative,writing,people,digital,systems,visual","$40k–$85k","Marketing + Business","https://www.onetonline.org/link/summary/11-2011.00","false"
"Coworking Space Operator","Entrepreneurship","Hospitality & Events, Business & Finance","You design and manage shared office spaces where freelancers, startups, and remote workers can collaborate. You create community through events, amenities, and a productive atmosphere that keeps members coming back.","Hospitable,Community-builder,Organized,Creative","people,leadership,systems,creative,community,space","$45k–$100k","Hospitality + Business","https://www.onetonline.org/link/summary/11-9081.00","false"
"Pitch Deck Designer","Entrepreneurship","Design & Creative, Business & Finance","You create visually stunning presentations that help startups win over investors. You translate complex business ideas into clear, compelling slides that tell a founder's story and showcase their potential.","Visual,Strategic,Detail-oriented,Collaborative","visual,creative,systems,analytical,digital,independent","$50k–$110k","Design + Business","https://www.onetonline.org/link/summary/27-1024.00","false"
"Dropshipping Entrepreneur","Entrepreneurship","Tech & Engineering, Business & Finance","You run an online store without holding inventory—when customers order, suppliers ship directly to them. You focus on marketing, customer experience, and finding trending products that sell.","Resourceful,Analytical,Self-motivated,Adaptable","data,digital,systems,independent,fast,analytical","$20k–$150k","E-commerce + Marketing","https://www.onetonline.org/link/summary/11-2022.00","false"
"Environmental Compliance Inspector","Environment & Sustainability","Law & Government, Science & Research","You visit factories, construction sites, and facilities to make sure they're following environmental laws and not polluting air, water, or soil. When you find violations, you document evidence and work with companies to fix problems before they harm communities.","Detail-oriented,Analytical,Assertive,Ethical","outdoor,systems,data,independent,travel,hands-on,investigative","$48k–$85k","Environment + Law","https://www.onetonline.org/link/summary/13-1041.01","false"
"Hydrologist","Environment & Sustainability","Science & Research, Tech & Engineering","You study how water moves through Earth's surface and underground, tracking everything from groundwater levels to flood patterns. Your research helps communities prepare for droughts, find clean drinking water, and protect watersheds from contamination.","Analytical,Curious,Patient,Systematic","data,outdoor,analytical,systems,independent,research,writing","$58k–$105k","Environment + Research","https://www.bls.gov/ooh/life-physical-and-social-science/hydrologists.htm","false"
"Solar Photovoltaic Installer","Environment & Sustainability","Tech & Engineering","You climb onto rooftops and open land to install solar panel systems that convert sunlight into electricity. Your hands-on work directly reduces dependence on fossil fuels and helps homeowners slash their energy bills.","Physical,Practical,Safety-conscious,Team-oriented","hands-on,physical,outdoor,systems,fast,team","$37k–$63k","","https://www.bls.gov/ooh/construction-and-extraction/solar-photovoltaic-installers.htm","false"
"Environmental Restoration Planner","Environment & Sustainability","Science & Research, Law & Government","You design detailed plans to bring damaged ecosystems back to life, whether it's a polluted river, abandoned mine, or eroded coastline. You coordinate scientists, contractors, and community members to turn degraded landscapes into thriving habitats again.","Strategic,Collaborative,Patient,Big-picture thinker","systems,leadership,outdoor,analytical,writing,people,data","$55k–$95k","Environment + Planning","https://www.onetonline.org/link/summary/19-2041.02","false"
"Wildlife Biologist","Environment & Sustainability","Science & Research","You track animal populations in forests, wetlands, and oceans to understand how species survive and what threatens them. Your field observations and data analysis shape conservation policies that protect endangered animals and their habitats.","Patient,Observant,Analytical,Adventurous","outdoor,research,data,independent,writing,analytical,physical","$52k–$85k","","https://www.bls.gov/ooh/life-physical-and-social-science/zoologists-and-wildlife-biologists.htm","false"
"Sustainability Consultant","Environment & Sustainability","Business & Finance","You help companies figure out how to reduce waste, cut carbon emissions, and operate more responsibly without hurting their bottom line. Your recommendations transform how businesses source materials, use energy, and treat their environmental footprint.","Persuasive,Analytical,Strategic,Adaptable","people,analytical,systems,data,leadership,writing,creative","$55k–$110k","Environment + Business","https://www.onetonline.org/link/summary/13-1199.05","false"
"Wind Turbine Technician","Environment & Sustainability","Tech & Engineering","You climb hundreds of feet into the air to maintain and repair massive wind turbines that generate clean electricity. Your technical skills keep renewable energy flowing to thousands of homes while working in some of the most dramatic outdoor settings.","Brave,Technical,Physical,Problem-solver","hands-on,physical,outdoor,independent,systems,fast","$46k–$78k","","https://www.bls.gov/ooh/installation-maintenance-and-repair/wind-turbine-technicians.htm","false"
"Urban Forester","Environment & Sustainability","Law & Government, Science & Research","You manage the trees in cities—deciding what to plant, treating diseases, and protecting urban canopy that cools neighborhoods and cleans air. Your work makes concrete jungles greener and more livable for millions of city residents.","Practical,Community-minded,Patient,Scientific","outdoor,systems,people,hands-on,independent,data","$50k–$80k","Environment + Urban Planning","https://www.onetonline.org/link/summary/19-1032.00","false"
"Recycling Coordinator","Environment & Sustainability","Business & Finance, Social Impact & Nonprofit","You design and run recycling programs for cities, schools, or large organizations, figuring out logistics and educating people on what can actually be recycled. Your systems keep tons of materials out of landfills and back into the manufacturing cycle.","Organized,Persuasive,Resourceful,Community-focused","systems,people,leadership,data,creative,analytical","$42k–$70k","Environment + Operations","https://www.onetonline.org/link/summary/11-9199.01","false"
"Environmental Health and Safety Specialist","Environment & Sustainability","Healthcare & Medicine, Tech & Engineering","You protect workers and communities by identifying hazards like toxic chemicals, radiation, or contaminated air at workplaces and public spaces. Your inspections and safety protocols prevent illnesses and environmental disasters before they happen.","Vigilant,Analytical,Ethical,Thorough","systems,data,analytical,people,writing,investigative","$52k–$95k","Environment + Health","https://www.bls.gov/ooh/healthcare/occupational-health-and-safety-specialists.htm","false"
"Climate Data Analyst","Environment & Sustainability","Tech & Engineering, Science & Research","You crunch massive datasets on temperature, precipitation, and atmospheric conditions to identify climate trends and predict future changes. Your analysis informs everything from city planning to corporate climate pledges.","Analytical,Detail-oriented,Patient,Technical","data,analytical,systems,independent,writing,research","$55k–$100k","Environment + Data","https://www.onetonline.org/link/summary/19-2021.00","false"
"Wetland Scientist","Environment & Sustainability","Science & Research","You wade through marshes and swamps collecting samples and mapping boundaries to assess the health of wetland ecosystems. Your findings determine whether construction projects can proceed and how these critical habitats should be protected or restored.","Adventurous,Scientific,Detail-oriented,Independent","outdoor,research,data,hands-on,independent,analytical,writing","$50k–$85k","","https://www.onetonline.org/link/summary/19-1031.01","false"
"Green Building Architect","Environment & Sustainability","Design & Creative, Tech & Engineering","You design buildings that use less energy, harvest rainwater, and incorporate sustainable materials from the ground up. Your blueprints create spaces where people live and work while minimizing environmental impact for decades.","Creative,Technical,Visionary,Detail-oriented","creative,visual,systems,analytical,data,independent","$65k–$130k","Environment + Design","https://www.bls.gov/ooh/architecture-and-engineering/architects.htm","false"
"Marine Debris Specialist","Environment & Sustainability","Science & Research, Social Impact & Nonprofit","You track where ocean trash comes from, organize massive beach cleanups, and develop strategies to stop plastic pollution at its source. Your work protects sea life and keeps microplastics from entering the food chain.","Passionate,Organized,Scientific,Collaborative","outdoor,systems,people,research,hands-on,data,leadership","$45k–$75k","Environment + Marine Science","https://www.onetonline.org/link/summary/19-2041.00","false"
"Carbon Accounting Manager","Environment & Sustainability","Business & Finance","You calculate exactly how much greenhouse gas a company produces across all its operations, from manufacturing to shipping. Your detailed reports help businesses set credible emission reduction targets and prove their climate progress to investors.","Meticulous,Analytical,Strategic,Ethical","data,analytical,systems,writing,independent,leadership","$70k–$125k","Environment + Finance","https://www.onetonline.org/link/summary/13-1199.05","false"
"Brownfield Redevelopment Specialist","Environment & Sustainability","Law & Government, Business & Finance","You transform contaminated industrial sites—old gas stations, factories, dumps—into safe spaces for parks, housing, or businesses. Your expertise navigates complex environmental regulations and cleanup technologies to give polluted land a second life.","Strategic,Patient,Technical,Negotiator","systems,analytical,people,data,writing,leadership","$60k–$100k","Environment + Real Estate","https://www.onetonline.org/link/summary/17-2081.00","false"
"Environmental Educator","Environment & Sustainability","Education & Coaching, Social Impact & Nonprofit","You teach kids and adults about ecosystems, climate change, and conservation through hands-on activities at nature centers, parks, and schools. Your programs spark curiosity and empower people to make choices that protect the planet.","Enthusiastic,Patient,Creative,Communicative","people,creative,outdoor,hands-on,leadership,visual","$35k–$55k","Environment + Education","https://www.onetonline.org/link/summary/25-9045.00","false"
"Geospatial Environmental Analyst","Environment & Sustainability","Tech & Engineering, Science & Research","You use satellite imagery, drones, and mapping software to visualize deforestation, track oil spills, or model flood zones. Your maps and data layers help governments and organizations see environmental problems and solutions from above.","Technical,Visual,Analytical,Detail-oriented","data,visual,analytical,systems,independent,research","$55k–$95k","Environment + Tech","https://www.onetonline.org/link/summary/15-1299.02","false"
"Ecotourism Guide","Environment & Sustainability","Hospitality & Events, Education & Coaching","You lead small groups through rainforests, coral reefs, or wildlife reserves, teaching them about ecosystems while ensuring tourism doesn't damage fragile environments. Your tours create memorable experiences that fund conservation and local communities.","Charismatic,Knowledgeable,Adventurous,Culturally-aware","people,outdoor,travel,physical,hands-on,leadership","$30k–$55k","Environment + Tourism","https://www.onetonline.org/link/summary/39-7012.00","false"
"Hazardous Materials Removal Worker","Environment & Sustainability","Tech & Engineering","You suit up in protective gear to safely remove asbestos, lead paint, radioactive materials, and chemical waste from buildings and contaminated sites. Your dangerous but essential work makes spaces safe for people and prevents toxins from spreading.","Brave,Careful,Physical,Team-oriented","hands-on,physical,systems,team,fast,outdoor","$40k–$75k","","https://www.bls.gov/ooh/construction-and-extraction/hazardous-materials-removal-workers.htm","false"
"Grant Writer","Social Impact & Nonprofit","Business & Finance","You research funding opportunities and write compelling proposals to secure money for nonprofit programs and causes. Your words directly translate into resources that help communities, fund research, or support people in need.","Persuasive,Detail-oriented,Research-driven,Deadline-focused","writing,research,independent,data,systems,calm","$50k–$78k","","https://www.onetonline.org/link/summary/13-1131.00","false"
"Community Health Worker","Social Impact & Nonprofit","Healthcare & Medicine","You serve as a bridge between healthcare systems and underserved communities, helping people access medical care, social services, and health education. You might visit homes, organize health fairs, or help someone navigate insurance paperwork.","Empathetic,Culturally-aware,Patient,Resourceful","people,hands-on,community,travel,leadership,calm","$38k–$56k","Healthcare + Community","https://www.bls.gov/ooh/community-and-social-service/health-education-specialists.htm","false"
"Disaster Relief Coordinator","Social Impact & Nonprofit","Hospitality & Events,Law & Government","You organize emergency response efforts when hurricanes, earthquakes, or other disasters strike, coordinating volunteers, supplies, and shelters. Your quick thinking and logistics skills directly save lives and help communities recover.","Calm under pressure,Organized,Decisive,Adaptable","fast,leadership,people,travel,systems,physical","$45k–$72k","Events + Emergency","https://www.onetonline.org/link/summary/11-9161.00","false"
"Refugee Resettlement Caseworker","Social Impact & Nonprofit","Law & Government","You help refugees rebuild their lives in a new country by connecting them with housing, employment, language classes, and cultural orientation. You become a lifeline for families navigating an entirely unfamiliar system.","Empathetic,Patient,Culturally-sensitive,Problem-solver","people,calm,independent,systems,community","$40k–$55k","","https://www.onetonline.org/link/summary/21-1021.00","false"
"Nonprofit Program Evaluator","Social Impact & Nonprofit","Science & Research,Business & Finance","You measure whether social programs actually work by designing surveys, analyzing data, and reporting on outcomes. Your findings help organizations improve their impact and prove their value to funders.","Analytical,Objective,Detail-oriented,Curious","data,research,systems,analytical,independent,writing","$55k–$85k","Research + Social Good","https://www.onetonline.org/link/summary/19-3011.00","false"
"Youth Development Specialist","Social Impact & Nonprofit","Education & Coaching","You design and run after-school programs, mentorship initiatives, or summer camps that help young people build confidence and life skills. You might coach teens through college applications or lead leadership workshops.","Energetic,Encouraging,Creative,Relatable","people,creative,leadership,hands-on,community","$38k–$52k","","https://www.onetonline.org/link/summary/21-1093.00","false"
"Social Impact Data Analyst","Social Impact & Nonprofit","Tech & Engineering,Business & Finance","You crunch numbers to reveal how nonprofits can maximize their positive impact on communities. Your dashboards and reports help leaders make smarter decisions about where to invest resources.","Analytical,Detail-oriented,Strategic,Tech-savvy","data,systems,analytical,independent,visual","$52k–$80k","Tech + Social Good","https://www.onetonline.org/link/summary/15-2051.00","false"
"Volunteer Coordinator","Social Impact & Nonprofit","Hospitality & Events","You recruit, train, and manage volunteers who power nonprofit programs, matching their skills and passions with meaningful opportunities. You create experiences that keep people coming back to serve.","Personable,Organized,Motivating,Flexible","people,leadership,systems,community,fast","$40k–$58k","","https://www.onetonline.org/link/summary/11-9151.00","false"
"Environmental Justice Advocate","Social Impact & Nonprofit","Environment & Sustainability,Law & Government","You fight for communities disproportionately affected by pollution, toxic waste, or climate change by organizing campaigns and pushing for policy changes. Your work ensures that environmental protection includes everyone.","Passionate,Persistent,Strategic,Courageous","people,leadership,writing,community,outdoor,research","$45k–$70k","Environment + Justice","https://www.onetonline.org/link/summary/13-1041.01","false"
"Microfinance Loan Officer","Social Impact & Nonprofit","Business & Finance,Entrepreneurship","You help low-income entrepreneurs access small loans to start or grow businesses, often in underserved communities around the world. You review applications, provide financial coaching, and watch small investments transform lives.","Empathetic,Business-minded,Trustworthy,Patient","people,data,systems,community,analytical","$42k–$65k","Finance + Social Good","https://www.onetonline.org/link/summary/13-2071.00","false"
"Housing Rights Organizer","Social Impact & Nonprofit","Law & Government","You mobilize tenants and communities to fight for affordable housing, prevent evictions, and advocate for fair housing policies. You train residents to speak at city council meetings and lead their own campaigns.","Passionate,Empowering,Strategic,Resilient","people,leadership,community,fast,writing","$40k–$60k","","https://www.onetonline.org/link/summary/13-1041.01","false"
"Nonprofit Communications Director","Social Impact & Nonprofit","Media & Journalism,Design & Creative","You craft the stories, social media posts, and press releases that help people understand and support a nonprofit's mission. Your messaging turns complex issues into compelling calls to action.","Creative,Strategic,Articulate,Versatile","writing,creative,visual,people,leadership,fast","$55k–$90k","Media + Social Good","https://www.onetonline.org/link/summary/11-2031.00","false"
"Food Bank Operations Manager","Social Impact & Nonprofit","Business & Finance","You oversee the logistics of collecting, storing, and distributing food to thousands of families facing hunger. You manage warehouse operations, coordinate with grocery stores, and ensure nothing goes to waste.","Organized,Practical,Leadership-driven,Efficient","systems,leadership,hands-on,fast,people","$48k–$72k","","https://www.onetonline.org/link/summary/11-1021.00","false"
"Human Rights Researcher","Social Impact & Nonprofit","Science & Research,Law & Government","You investigate and document human rights abuses around the world, interviewing witnesses and gathering evidence that can hold governments accountable. Your reports influence international policy and media coverage.","Meticulous,Courageous,Ethical,Persistent","research,writing,independent,travel,data,analytical","$50k–$80k","Research + Justice","https://www.onetonline.org/link/summary/19-3094.00","false"
"Peer Support Specialist","Social Impact & Nonprofit","Healthcare & Medicine","You use your own lived experience with mental health challenges or addiction recovery to help others on their healing journey. You offer hope, practical guidance, and proof that recovery is possible.","Empathetic,Authentic,Resilient,Supportive","people,calm,community,hands-on,independent","$35k–$50k","","https://www.onetonline.org/link/summary/21-1094.00","false"
"Corporate Social Responsibility Manager","Social Impact & Nonprofit","Business & Finance,Environment & Sustainability","You help companies create positive social and environmental impact through charitable giving, sustainability initiatives, and ethical business practices. You bridge the gap between profit and purpose.","Strategic,Diplomatic,Visionary,Data-driven","leadership,systems,people,data,writing,analytical","$70k–$120k","Business + Social Good","https://www.onetonline.org/link/summary/11-2011.00","false"
"Digital Inclusion Specialist","Social Impact & Nonprofit","Tech & Engineering,Education & Coaching","You work to close the digital divide by helping underserved communities access technology, internet, and digital literacy training. You might set up computer labs, teach seniors to video chat, or advocate for broadband access.","Patient,Tech-savvy,Community-minded,Adaptable","people,hands-on,systems,community,creative","$42k–$65k","Tech + Equity","https://www.onetonline.org/link/summary/15-1232.00","false"
"International Development Project Manager","Social Impact & Nonprofit","Business & Finance,Law & Government","You oversee humanitarian or development projects in other countries, managing budgets, local staff, and partnerships to address poverty, health, or education challenges. You turn funding into real change on the ground.","Culturally-aware,Organized,Adaptable,Strategic","travel,leadership,systems,people,data,fast","$60k–$100k","","https://www.onetonline.org/link/summary/11-9199.00","false"
"Art Therapist for Underserved Youth","Social Impact & Nonprofit","Arts & Performance,Healthcare & Medicine","You use creative expression to help young people process trauma, build confidence, and develop coping skills. Through painting, music, or drama, you unlock healing in ways talk therapy can't reach.","Creative,Empathetic,Patient,Intuitive","creative,people,calm,hands-on,visual","$48k–$72k","Arts + Healing","https://www.onetonline.org/link/summary/29-1125.00","false"
"Social Enterprise Founder","Social Impact & Nonprofit","Entrepreneurship,Business & Finance","You build and run a business designed to solve a social problem while generating sustainable revenue. Your venture might employ formerly incarcerated individuals, fund clean water projects, or upcycle waste into products.","Visionary,Resourceful,Risk-taking,Mission-driven","leadership,creative,systems,independent,fast,people","$45k–$150k","Business + Purpose","https://www.onetonline.org/link/summary/11-1011.00","false"
"Foley Artist","Arts & Performance","Media & Journalism, Tech & Engineering","You create custom sound effects for films, TV shows, and video games by using everyday objects in creative ways—like crunching celery for bone breaks or walking on gravel trays for footsteps. Your work brings scenes to life and makes audiences feel completely immersed in the story.","Creative,Detail-oriented,Resourceful,Patient","creative,hands-on,independent,visual,systems,calm","$35k–$85k","Film + Sound Design","https://www.onetonline.org/link/summary/27-4014.00","false"
"Theatrical Makeup Artist","Arts & Performance","Fashion & Beauty, Media & Journalism","You transform actors into characters using prosthetics, special effects makeup, and theatrical techniques for stage productions, film, and TV. Your artistry helps audiences believe in monsters, aging effects, and fantasy creatures that couldn't exist otherwise.","Creative,Detail-oriented,Collaborative,Adaptable","creative,hands-on,visual,people,fast,physical","$30k–$75k","Theater + Beauty","https://www.onetonline.org/link/summary/39-5091.00","false"
"Art Conservator","Arts & Performance","Science & Research, Education & Coaching","You restore and preserve paintings, sculptures, and historical artifacts using chemistry and specialized techniques to reverse damage from age, light, or accidents. Your work ensures that masterpieces and cultural treasures survive for future generations to experience.","Patient,Analytical,Detail-oriented,Curious","hands-on,analytical,calm,independent,visual,systems","$42k–$85k","Art + Science","https://www.onetonline.org/link/summary/25-4013.00","false"
"Orchestrator","Arts & Performance","Media & Journalism","You take a composer's musical ideas and arrange them for full orchestras, deciding which instruments play which parts and how they blend together. Your arrangements determine whether a film score sounds epic, intimate, or haunting.","Creative,Analytical,Detail-oriented,Collaborative","creative,analytical,independent,systems,calm,visual","$40k–$100k","","https://www.onetonline.org/link/summary/27-2041.00","false"
"Lighting Designer","Arts & Performance","Tech & Engineering, Design & Creative","You design and program lighting systems for theater productions, concerts, and live events to create mood, focus attention, and enhance storytelling. Your work transforms stages from ordinary spaces into magical worlds that audiences remember forever.","Creative,Technical,Collaborative,Adaptable","creative,visual,systems,hands-on,fast,leadership","$38k–$95k","Theater + Tech","https://www.onetonline.org/link/summary/27-1027.00","false"
"Puppeteer","Arts & Performance","Media & Journalism, Education & Coaching","You bring characters to life through hand puppets, marionettes, or animatronics for TV shows, films, theater, and educational programs. Your physical skill and voice acting create beloved characters that entertain and teach audiences of all ages.","Creative,Expressive,Physical,Patient","creative,physical,people,visual,hands-on,independent","$30k–$70k","","https://www.onetonline.org/link/summary/27-2011.00","false"
"Scenic Painter","Arts & Performance","Design & Creative","You paint backdrops, sets, and props for theater, film, and television productions, using techniques like faux finishing to make materials look like marble, wood, or aged surfaces. Your artistry creates the visual world that transports audiences to different times and places.","Creative,Detail-oriented,Physical,Collaborative","creative,hands-on,visual,physical,independent,calm","$32k–$65k","","https://www.onetonline.org/link/summary/27-1013.00","false"
"Voice Actor","Arts & Performance","Media & Journalism, Tech & Engineering","You provide voices for animated characters, video games, audiobooks, commercials, and dubbing projects using vocal range and acting skills. Your voice becomes the personality of characters that millions of people connect with emotionally.","Creative,Expressive,Versatile,Disciplined","creative,independent,fast,people,visual,calm","$35k–$90k","Animation + Acting","https://www.onetonline.org/link/summary/27-2011.00","false"
"Stunt Coordinator","Arts & Performance","Media & Journalism, Sports & Fitness","You design, choreograph, and oversee dangerous action sequences for films and TV shows, ensuring performers execute falls, fights, and vehicle stunts safely. Your expertise makes impossible action scenes look real while protecting everyone involved.","Leadership,Athletic,Detail-oriented,Calm under pressure","physical,leadership,fast,people,hands-on,outdoor","$50k–$150k","Film + Athletics","https://www.onetonline.org/link/summary/27-2011.00","false"
"Costume Designer","Arts & Performance","Fashion & Beauty, Design & Creative","You research, design, and create costumes that define characters for theater, film, TV, and dance productions. Your clothing choices tell audiences about a character's personality, status, and journey before they even speak.","Creative,Research-oriented,Collaborative,Detail-oriented","creative,visual,hands-on,people,systems,independent","$40k–$85k","Theater + Fashion","https://www.bls.gov/ooh/arts-and-design/fashion-designers.htm","false"
"Movement Coach","Arts & Performance","Education & Coaching, Sports & Fitness","You train actors to use their bodies expressively, teaching period-specific movement, character physicality, and stage combat techniques. Your coaching helps performers become completely different people through how they walk, gesture, and hold themselves.","Patient,Observant,Physical,Communicative","people,physical,creative,leadership,calm,independent","$35k–$75k","Acting + Fitness","https://www.onetonline.org/link/summary/27-2012.02","false"
"Props Master","Arts & Performance","Design & Creative","You source, build, and maintain all the objects actors handle during theater, film, and TV productions—from hero swords to breakfast plates. Your attention to detail ensures every prop supports the story and works perfectly during every performance.","Resourceful,Organized,Creative,Detail-oriented","hands-on,creative,systems,independent,visual,calm","$35k–$70k","","https://www.onetonline.org/link/summary/27-1027.00","false"
"Intimacy Coordinator","Arts & Performance","Media & Journalism","You choreograph and oversee romantic and intimate scenes in film, TV, and theater to ensure actors feel safe and performances look authentic. Your work creates clear boundaries and communication protocols that protect performers while serving the story.","Empathetic,Professional,Communicative,Calm under pressure","people,leadership,calm,creative,systems,independent","$45k–$100k","","https://www.onetonline.org/link/summary/27-2012.00","false"
"Music Therapist","Arts & Performance","Healthcare & Medicine, Education & Coaching","You use music interventions to help patients achieve therapeutic goals like reducing anxiety, improving motor skills, or processing trauma. Your sessions might include songwriting, instrument playing, or listening exercises tailored to each person's needs.","Empathetic,Creative,Patient,Analytical","people,creative,calm,analytical,independent,systems","$48k–$77k","Music + Healthcare","https://www.bls.gov/ooh/healthcare/recreational-therapists.htm","false"
"Casting Director","Arts & Performance","Media & Journalism, Business & Finance","You discover and select actors for film, TV, theater, and commercial productions by running auditions and matching performers to roles. Your eye for talent shapes the entire feel of a project—the right casting can make a story unforgettable.","Perceptive,Decisive,Networked,Organized","people,leadership,fast,creative,independent,visual","$45k–$120k","","https://www.onetonline.org/link/summary/27-2012.00","false"
"Dramaturge","Arts & Performance","Education & Coaching, Science & Research","You research historical context, analyze scripts, and advise directors and playwrights to ensure theatrical productions are accurate and meaningful. Your work uncovers the deeper layers of a play that help audiences connect with stories from any era.","Curious,Analytical,Collaborative,Detail-oriented","analytical,writing,creative,independent,calm,systems","$35k–$65k","Theater + Research","https://www.onetonline.org/link/summary/27-2012.00","false"
"Art Handler","Arts & Performance","Hospitality & Events","You pack, transport, install, and de-install valuable artwork for museums, galleries, collectors, and exhibitions with extreme care. Your expertise in handling priceless pieces ensures that million-dollar paintings and fragile sculptures arrive safely.","Careful,Physical,Detail-oriented,Calm under pressure","physical,hands-on,calm,visual,systems,travel","$32k–$55k","","https://www.onetonline.org/link/summary/37-2011.00","false"
"Dance Notator","Arts & Performance","Education & Coaching","You document choreography using specialized notation systems like Labanotation, creating written records that allow dances to be recreated decades later. Your work preserves dance heritage and ensures legendary choreography isn't lost to time.","Analytical,Detail-oriented,Patient,Observant","analytical,visual,independent,calm,systems,writing","$35k–$60k","Dance + Documentation","https://www.onetonline.org/link/summary/27-2031.00","false"
