tier,score,id,name,keyword,found_in,primary_industry,secondary_industries,expected_any_of,created_at,description
LOW,8,e8bf2ab2-adbf-44c8-a8a3-d941c6d9c467,Package Designer (Consumer Goods),Sustainability,description,Design & Creative,"Fashion & Beauty,Entrepreneurship",Environment & Sustainability / Business & Finance / Supply Chain & Operations / Architecture & Urban Planning,2026-06-05T02:14:36.782981+00:00,"You design eye-catching packaging that makes products jump off shelves, balancing stunning visuals with practical protection and sustainability to influence what millions of consumers choose."
LOW,8,806889fd-e2fd-459d-9291-7bec8c35a5be,Package Designer (Product),Sustainability,description,Design & Creative,"Fashion & Beauty,Entrepreneurship",Environment & Sustainability / Business & Finance / Supply Chain & Operations / Architecture & Urban Planning,2026-04-22T02:52:30.264317+00:00,"You sketch, prototype, and refine product packaging that makes items leap off shelves, balancing stunning visuals with practical manufacturing constraints and sustainability goals."
LOW,8,08c8759a-4eec-4f7d-8303-b88c0c8889cc,Perfumery Designer,Marketing,description,Fashion & Beauty,"Design & Creative,Science & Research",Marketing & Communications / Business & Finance / Media & Journalism,2026-06-13T02:14:27.228538+00:00,"You blend chemistry, artistry, and sensory science to craft signature scents that evoke emotion and define luxury brands, testing formulas in labs and collaborating with marketing teams to bring fragrances from concept to consumer."
LOW,8,2b53168c-6cb7-47c9-a832-90e7385d70ee,Personal Training Business Owner,Fitness,description,Marketing & Communications,"Business & Finance,Design & Creative,Science & Research",Sports & Fitness / Healthcare & Medicine,2026-04-22T02:52:33.295118+00:00,"You design personalized fitness programs, motivate clients through intense workouts, and build a profitable business by managing schedules, finances, and your own brand."
LOW,8,928a5b4b-e54f-4015-950a-0ed0140dcd9b,Private Equity Associate,Investment,description,Arts & Performance,"Media & Journalism,Design & Creative,Science & Research",Business & Finance,2026-04-22T02:52:31.845128+00:00,"You analyze companies, negotiate deals, and manage investments that generate massive returns by buying businesses, improving their operations, and selling them for profit—turning strategic thinking into billion-dollar outcomes."
LOW,8,72eff3cc-664a-4a74-bfbb-6f456617c884,Program Officer,Nonprofit,description,Gaming & Esports,"Tech & Engineering,Marketing & Communications,Science & Research",Social Impact & Nonprofit / Business & Finance,2026-04-22T02:52:34.465719+00:00,"You design and oversee grant programs and initiatives that help nonprofits tackle social problems, evaluating proposals, managing budgets, and measuring the real-world impact of every dollar spent."
LOW,8,e446d408-6d75-4d45-8e44-fc21fd7c18d3,Puppet Maker,Theater,description,Science & Research,"Healthcare & Medicine,Tech & Engineering,Architecture & Urban Planning",Arts & Performance,2026-04-22T02:52:32.905098+00:00,"You design, sculpt, and construct imaginative puppets from concept to stage, bringing characters to life through craftsmanship and artistry that captivate audiences in theaters, film, and interactive performances."
LOW,8,97d8c392-4614-4a72-b26e-20ccd5f20d16,Puppeteer,Theater,description,Education & Coaching,"Social Impact & Nonprofit,Tech & Engineering,Science & Research",Arts & Performance,2026-04-22T02:52:32.905098+00:00,"You bring characters to life through hand puppets, marionettes, or animatronics for TV shows, films, theater, and educational programs. Your physical skill and voice acting create beloved characters that entertain and teach audiences of all ages."
LOW,8,90563e5d-65e4-47c5-8f9c-d0965b0b0fc7,Quantitative Analyst,Investment,description,Fashion & Beauty,"Design & Creative,Marketing & Communications,Science & Research",Business & Finance,2026-04-22T02:52:33.087307+00:00,You build complex mathematical models that predict market behavior and help traders make split-second investment decisions. Your algorithms process massive amounts of data to find patterns humans could never spot.
LOW,8,1257e7af-4351-4465-8ad3-caea767aaa72,Radio Host,Broadcast,description,Gaming & Esports,"Tech & Engineering,Marketing & Communications,Social Impact & Nonprofit",Media & Journalism / Arts & Performance,2026-04-22T02:52:31.660242+00:00,"You engage listeners during live broadcasts, interview guests, curate playlists, and shape public conversation through storytelling and authentic connection—making your voice and personality the bridge between media and community."
LOW,8,f32b5930-179a-4b67-8a3c-f94123c5fe16,Recycling Coordinator,Logistics,description,Gaming & Esports,"Tech & Engineering,Marketing & Communications,Science & Research",Supply Chain & Operations / Aviation & Transportation,2026-04-22T02:52:29.856816+00:00,"You design and run recycling programs for cities, schools, or large organizations, figuring out logistics and educating people on what can actually be recycled. Your systems keep tons of materials out of landfills and back into the manufacturing cycle."
LOW,8,503ad0ac-fb76-46fc-b4fb-fff67ae402e6,Resale Platform Founder,Logistics,description,Entrepreneurship,"Tech & Engineering,Fashion & Beauty",Supply Chain & Operations / Aviation & Transportation,2026-05-18T02:12:51.299059+00:00,"You build and manage an online marketplace where people buy and sell secondhand items, handling everything from platform design and seller recruitment to customer service and logistics strategy."
LOW,8,923a3a01-db58-4f18-8938-71e8d56f4663,Restaurant Private Event Manager,Logistics,description,Hospitality & Events,"Business & Finance,Design & Creative",Supply Chain & Operations / Aviation & Transportation,2026-05-08T02:05:02.360931+00:00,"You orchestrate every detail of private dining events—from menu design to guest flow to lighting—creating unforgettable celebrations while managing budgets, staff, and vendor logistics under tight deadlines."
LOW,8,6c5e777e-6ee0-42e5-beff-e534ceea092f,Retirement Plan Consultant,Investment,description,Design & Creative,"Marketing & Communications,Tech & Engineering,Science & Research",Business & Finance,2026-04-22T02:52:32.680575+00:00,"You design and manage investment strategies that help people save for retirement, making sure their money grows wisely so they can live comfortably when they stop working."
LOW,8,ba366f1e-8eb8-49c8-8427-719b0125cf70,SaaS Account Manager,Software,description,Hospitality & Events,"Food & Culinary,Marketing & Communications",Tech & Engineering / Gaming & Esports / Cybersecurity,2026-04-22T02:52:30.264317+00:00,"You build lasting relationships with software customers, solving their problems and helping them get maximum value from their subscriptions while hitting revenue targets."
LOW,8,ed1cc8d6-3285-436b-bb49-aa513ae89fc7,Scenic Artist,Theater,description,Environment & Sustainability,"Science & Research,Law & Government,Architecture & Urban Planning",Arts & Performance,2026-04-22T02:52:33.86077+00:00,"You design and build elaborate sets, backdrops, and visual environments for theater, film, and TV productions, transforming scripts into immersive worlds that captivate audiences."
LOW,8,399b0273-566a-4e6e-8fcf-49e37e081f44,Set Decorator,Theater,description,Supply Chain & Operations,"Business & Finance,Tech & Engineering,Architecture & Urban Planning",Arts & Performance,2026-04-22T02:52:30.655222+00:00,"You transform scripts and concepts into stunning visual worlds by designing, sourcing, and arranging every prop, furniture piece, and decorative element on film, TV, and theater sets."
LOW,8,e81dfc1b-8241-4590-98a2-cc9e70d00a30,Set Designer,Theater,description,Environment & Sustainability,"Science & Research,Law & Government,Architecture & Urban Planning",Arts & Performance,2026-04-22T02:52:33.295118+00:00,"You design and build the physical environments for theater, film, and TV productions, transforming scripts into immersive worlds that transport audiences to different times and places."
LOW,8,ddde905a-e1db-4dc1-b3ee-41dfe385510a,Skincare Formulation Scientist,Marketing,description,Fashion & Beauty,"Science & Research,Healthcare & Medicine",Marketing & Communications / Business & Finance / Media & Journalism,2026-04-24T06:31:00.478174+00:00,"You blend chemistry and beauty science to develop innovative skincare products, testing formulas in the lab and collaborating with marketing teams to bring luxe creams, serums, and treatments to shelves."
LOW,8,989a3e74-449c-4e0f-8d5f-66de9ba68349,Skincare Formulation Specialist,Marketing,description,Fashion & Beauty,"Science & Research,Design & Creative",Marketing & Communications / Business & Finance / Media & Journalism,2026-06-07T02:34:10.852184+00:00,"You blend chemistry and creativity to develop luxurious skincare products, testing formulas in the lab and collaborating with marketing teams to bring innovative solutions to consumers' bathroom shelves."
LOW,8,c0bc8f33-9ffd-4e2c-abbb-ae784edaeac5,Social Impact Startup Founder,Sustainability,description,Entrepreneurship,"Social Impact & Nonprofit,Tech & Engineering",Environment & Sustainability / Business & Finance / Supply Chain & Operations / Architecture & Urban Planning,2026-07-30T02:48:39.786576+00:00,"You build and lead ventures designed to solve real-world social or environmental problems, balancing mission-driven impact with business sustainability through fundraising, team building, and strategic decision-making."
LOW,8,95c9c894-576c-420c-bf1f-d6db524c1029,Sports Business Analyst,Athletic,description,Marketing & Communications,"Business & Finance,Design & Creative,Science & Research",Sports & Fitness / Healthcare & Medicine / Education & Coaching,2026-04-22T02:52:31.20659+00:00,"You analyze financial data for sports teams, leagues, and athletic brands to help them make smarter business decisions. Your insights influence everything from ticket pricing to player contract negotiations worth millions."
LOW,8,850f4335-8c5a-4a93-a42a-c805be39fb68,Sports Franchise Operations Manager,Logistics,description,Sports & Fitness,"Business & Finance,Hospitality & Events",Supply Chain & Operations / Aviation & Transportation,2026-06-23T04:04:02.846687+00:00,You orchestrate every operational detail of a sports franchise—from ticket sales and stadium logistics to sponsorships and fan experience—ensuring the organization runs smoothly and profitably.
LOW,8,497659e6-c76c-4072-88c0-31623ef608af,Street Performance Coordinator,Logistics,description,Arts & Performance,"Hospitality & Events,Entrepreneurship",Supply Chain & Operations / Aviation & Transportation,2026-05-27T02:16:52.198859+00:00,"You organize vibrant street performances in public spaces, curating talented artists, managing logistics, and creating memorable experiences that transform ordinary streets into dynamic cultural venues."
LOW,8,e306a29d-e82b-4337-8bec-071433f2f513,Study Abroad Program Coordinator,Logistics,description,Education & Coaching,"Hospitality & Events,Business & Finance",Supply Chain & Operations / Aviation & Transportation,2026-08-09T02:07:03.998023+00:00,"You match students with international universities, plan logistics, and guide them through applications—building bridges between cultures while shaping transformative educational experiences."
LOW,8,6e353c65-6197-4993-a5ad-4902fc6f9c28,Subscription Meal Kit Founder,Logistics,description,Entrepreneurship,"Business & Finance,Hospitality & Events",Supply Chain & Operations / Aviation & Transportation,2026-07-07T03:56:57.656023+00:00,"You design meal plans, source ingredients, manage logistics, and build a brand that delivers convenient, personalized nutrition to customers' doors every week."
LOW,8,fe59c161-6d94-4432-b358-ee70254c3c73,Subscription Meal Service Founder,Logistics,description,Entrepreneurship,"Business & Finance,Hospitality & Events",Supply Chain & Operations / Aviation & Transportation,2026-06-22T03:23:37.439706+00:00,"You design weekly meal plans, source ingredients, manage logistics, and build a customer base that depends on your service arriving at their door on time."
LOW,8,400bc728-5c94-42f7-9c80-fed069583bd2,Subscription Meal Service Operator,Logistics,description,Entrepreneurship,"Hospitality & Events,Business & Finance",Supply Chain & Operations / Aviation & Transportation,2026-05-22T02:14:46.132356+00:00,"You curate weekly meal plans, manage supplier relationships, and handle logistics to deliver fresh, personalized dinners to customers' doorsteps while building a sustainable food business from the ground up."
LOW,8,fdb0c736-63d4-4877-bf66-11c4b709072d,Sustainable Apparel Designer,Fashion,description,Environment & Sustainability,"Science & Research,Law & Government,Tech & Engineering",Fashion & Beauty / Design & Creative / Arts & Performance,2026-04-22T02:52:32.680575+00:00,"You design stylish, eco-friendly clothing by selecting sustainable materials, sketching innovative patterns, and collaborating with manufacturers to create fashion that looks great while protecting the planet."
LOW,8,cb709c5e-3d6d-4f3d-bcc5-de660230930c,Sustainable Beauty Product Formulator,Sustainability,description,Fashion & Beauty,"Science & Research,Entrepreneurship",Environment & Sustainability / Business & Finance / Supply Chain & Operations / Architecture & Urban Planning,2026-06-12T02:34:30.691631+00:00,"You develop innovative, eco-friendly cosmetics and skincare products by blending chemistry with sustainability, creating formulas that are safe for skin and planet while meeting strict environmental standards."
LOW,8,0fe6f527-bd75-41e6-93d9-c61d5d23a943,Sustainable Textiles Specialist,Fashion,description,Environment & Sustainability,"Science & Research,Law & Government,Tech & Engineering",Fashion & Beauty / Design & Creative / Arts & Performance,2026-04-22T02:52:33.087307+00:00,"You develop and implement eco-friendly fabrics and production methods that transform the fashion industry, working with designers, manufacturers, and suppliers to reduce environmental impact while maintaining quality and style."
LOW,8,fd6b411b-c014-4341-9986-64f78646df6f,Tech Reviewer/Blogger,Software,description,Media & Journalism,"Marketing & Communications,Arts & Performance,Law & Government",Tech & Engineering / Gaming & Esports / Cybersecurity,2026-04-22T02:52:31.20659+00:00,"You test gadgets, software, and apps—then share honest reviews through videos, blogs, or social media to help millions decide what to buy."
LOW,8,3f3240c5-19e0-4bad-a6ff-ae7beb034ead,Telecommunications Engineer,Broadcast,description,Tech & Engineering,"Science & Research,Business & Finance",Media & Journalism / Arts & Performance,2026-04-29T01:59:35.614171+00:00,"You design and maintain the networks and systems that keep people connected worldwide, troubleshooting infrastructure, optimizing signal strength, and ensuring reliable communication across phones, internet, and broadcast systems."
LOW,8,1b919930-da01-42a8-8f43-7e2620668bc3,Textile Technologist,Athletic,description,Supply Chain & Operations,"Business & Finance,Tech & Engineering,Science & Research",Sports & Fitness / Healthcare & Medicine / Education & Coaching,2026-04-22T02:52:34.239097+00:00,"You develop and test new fabrics in labs, experimenting with materials that might be waterproof, fire-resistant, or made from recycled ocean plastic. Your innovations end up in everything from athletic wear to medical bandages."
LOW,8,3ce79dd1-e058-4d3c-ad46-7dd1e64f7745,Tour Operator,Logistics,description,Hospitality & Events,"Business & Finance,Entrepreneurship",Supply Chain & Operations / Aviation & Transportation,2026-05-04T01:54:19.397919+00:00,"You design and organize immersive travel experiences, coordinating logistics, accommodations, and activities to create unforgettable journeys for diverse groups across the globe."
LOW,8,303ce7cb-9d25-43d2-b858-0504d45eb8e8,Travel Experience Curator,Logistics,description,Hospitality & Events,"Design & Creative,Business & Finance",Supply Chain & Operations / Aviation & Transportation,2026-06-25T04:05:57.970438+00:00,"You design unforgettable travel experiences by researching destinations, curating itineraries, and coordinating logistics that transform how people explore the world."
LOW,8,3dfc9fca-13de-4238-8fee-8c6b6bc7c35c,Vending Machine Route Owner,Logistics,description,Entrepreneurship,"Business & Finance,Hospitality & Events",Supply Chain & Operations / Aviation & Transportation,2026-04-26T06:30:28.990053+00:00,"You stock, maintain, and collect cash from vending machines across multiple locations, building a profitable business by understanding customer demand and managing inventory logistics."
LOW,8,7042ce4f-5f8d-4406-a12a-cb9b43c1a8cd,Vintage Clothing Restorer,Fashion,description,Supply Chain & Operations,"Business & Finance,Tech & Engineering,Science & Research",Fashion & Beauty / Design & Creative / Arts & Performance,2026-04-22T02:52:34.465719+00:00,"You meticulously clean, repair, and restore vintage garments to their former glory, breathing new life into forgotten treasures while preserving fashion history."
LOW,8,6370f544-b1c4-43ea-a880-46793fde3b07,Vintage Resale Marketplace Owner,Marketing,description,Entrepreneurship,"Fashion & Beauty,Design & Creative",Marketing & Communications / Business & Finance / Media & Journalism,2026-06-15T02:43:55.107128+00:00,"You curate, photograph, and sell vintage clothing and goods online, building a brand that gives second-life treasures to new owners while managing inventory, marketing, and customer relationships."
LOW,8,4512442a-5707-4043-a5e3-f4140107810d,VIP Services Manager,Logistics,description,Hospitality & Events,Business & Finance,Supply Chain & Operations / Aviation & Transportation,2026-05-18T02:14:22.451862+00:00,"You orchestrate seamless luxury experiences for high-profile clients at exclusive events, venues, and hospitality settings, anticipating their every need while managing logistics, staff, and premium services behind the scenes."
LOW,8,06dc2f64-a510-46a8-80bc-3704e8df2e0d,Virtual Coaching Platform Founder,Fitness,description,Entrepreneurship,"Education & Coaching,Tech & Engineering",Sports & Fitness / Healthcare & Medicine,2026-07-08T03:23:47.418131+00:00,"You design and manage an online platform that delivers personalized coaching to clients across fitness, academics, or professional development, handling everything from curriculum creation to community management and revenue growth."
LOW,8,fc461607-e316-41a3-870a-08db829e75db,Virtual School Principal,Curriculum,description,Gaming & Esports,"Tech & Engineering,Marketing & Communications,Architecture & Urban Planning",Education & Coaching,2026-04-22T02:52:31.660242+00:00,"You lead and support students in online learning environments, making real-time decisions about curriculum, student welfare, and digital classroom management while building community across screens."
LOW,8,365887f9-96f8-4a05-a3bc-2c213dce3c78,Volunteer Coordinator,Nonprofit,description,Gaming & Esports,"Tech & Engineering,Marketing & Communications,Science & Research",Social Impact & Nonprofit / Business & Finance,2026-04-22T02:52:30.47108+00:00,"You recruit, train, and manage volunteers who power nonprofit programs, matching their skills and passions with meaningful opportunities. You create experiences that keep people coming back to serve."
LOW,8,d032693f-0844-4989-8937-9964f0082c21,Volunteer Engagement Manager,Nonprofit,description,Gaming & Esports,"Tech & Engineering,Marketing & Communications,Science & Research",Social Impact & Nonprofit / Business & Finance,2026-04-22T02:52:30.655222+00:00,"You recruit, train, and inspire volunteers to fuel a nonprofit's mission, matching passionate people with meaningful work that transforms communities."
LOW,8,5cbfcfa3-6808-41b0-aa02-70a4873cce61,Volunteer Management Specialist,Nonprofit,description,Gaming & Esports,"Tech & Engineering,Marketing & Communications,Science & Research",Social Impact & Nonprofit / Business & Finance,2026-04-22T02:52:34.239097+00:00,"You recruit, train, and support volunteers who fuel nonprofit missions, matching passionate people to meaningful work that creates real community change."
LOW,8,8a6868df-05fb-42dd-9a91-d86060fd533e,Volunteer Programs Director,Nonprofit,description,Gaming & Esports,"Tech & Engineering,Marketing & Communications,Science & Research",Social Impact & Nonprofit / Business & Finance,2026-04-22T02:52:34.465719+00:00,"You recruit, train, and manage volunteers to fuel nonprofit missions, matching passionate people with causes that transform communities and measuring the real-world impact of their service hours."
LOW,8,3c72616d-cceb-4b55-9519-d97183a8a5ce,Volunteer Recruiter,Nonprofit,description,Gaming & Esports,"Tech & Engineering,Marketing & Communications,Architecture & Urban Planning",Social Impact & Nonprofit / Business & Finance,2026-04-22T02:52:31.20659+00:00,"You inspire and organize passionate people to volunteer for causes they care about, matching their skills with nonprofits that need them most and building communities of change-makers."
LOW,8,68f93253-9d60-45e9-b8ce-e94f8254dbb2,Wedding Coordinator,Logistics,description,Hospitality & Events,"Design & Creative,Business & Finance",Supply Chain & Operations / Aviation & Transportation,2026-04-29T02:00:45.761956+00:00,You orchestrate every detail of weddings—from venue logistics to vendor coordination to timeline management—turning couples' dreams into flawlessly executed celebrations while problem-solving on the fly.
LOW,8,0842dca2-07be-4928-bc9d-e02a3558576d,Wedding Planner (Destination Events),Logistics,description,Hospitality & Events,"Design & Creative,Entrepreneurship",Supply Chain & Operations / Aviation & Transportation,2026-04-25T06:07:10.87779+00:00,"You coordinate every detail of luxury weddings across exotic global locations—from venue selection and vendor management to day-of logistics—creating seamless, unforgettable celebrations while juggling multiple events and personalities."
LOW,8,61ca9543-b6aa-4959-b4ec-0ac7ea777849,Wedding Planner (Destination Weddings),Logistics,description,Hospitality & Events,"Design & Creative,Business & Finance",Supply Chain & Operations / Aviation & Transportation,2026-05-11T02:05:49.876048+00:00,"You coordinate every detail of luxury weddings across exotic locations—from venue logistics and vendor management to timeline coordination—creating unforgettable celebrations for couples while juggling budgets, timelines, and last-minute crises across time zones."
LOW,8,8e343f1c-a335-4920-8a6a-71f27c4f8f59,Wedding Planner (Destination),Logistics,description,Hospitality & Events,"Design & Creative,Business & Finance",Supply Chain & Operations / Aviation & Transportation,2026-04-22T02:52:32.086589+00:00,You coordinate every detail of luxury weddings across exotic destinations—from venue selection and vendor management to timeline logistics and day-of execution—ensuring couples' dream celebrations happen flawlessly thousands of miles from home.
LOW,8,e0efd347-d048-4041-9634-bcd1ee1ca6c1,Wedding Planner (Full Service),Logistics,description,Hospitality & Events,"Design & Creative,Business & Finance",Supply Chain & Operations / Aviation & Transportation,2026-06-05T02:15:08.812303+00:00,"You orchestrate every detail of a couple's special day—from venue logistics and vendor coordination to timeline management and crisis problem-solving—turning their vision into a flawless, memorable celebration."
LOW,8,2449d955-7e9b-41e7-a6c8-b171f1fae8fe,Wellness Retreat Operator,Marketing,description,Entrepreneurship,"Hospitality & Events,Healthcare & Medicine",Marketing & Communications / Business & Finance / Media & Journalism,2026-06-24T04:06:11.368302+00:00,"You design and run immersive wellness retreats that combine yoga, meditation, nutrition, and mindfulness experiences, creating transformative getaways while managing all business operations from marketing to logistics."
LOW,8,da2ba049-62cc-4e11-b246-860fb41ac88a,Wellness Retreat Organizer,Marketing,description,Entrepreneurship,"Hospitality & Events,Healthcare & Medicine",Marketing & Communications / Business & Finance / Media & Journalism,2026-05-18T02:13:04.872876+00:00,"You curate immersive wellness experiences—designing yoga retreats, spa getaways, and mindfulness programs—while managing logistics, marketing, and guest experiences to help people reconnect and recharge."
LOW,8,42177d69-fb96-4403-9716-c0a4569391db,Wig and Hairpiece Specialist,Theater,description,Supply Chain & Operations,"Business & Finance,Tech & Engineering,Science & Research",Arts & Performance,2026-04-22T02:52:32.680575+00:00,"You craft, style, and fit custom wigs and hairpieces for clients in theater, film, fashion, and everyday wear, transforming their look and confidence with precision artistry."
LOW,8,2bb9210a-9a3b-479d-9f4c-8592f1bd661a,Wig Specialist,Theater,description,Fashion & Beauty,"Design & Creative,Marketing & Communications,Architecture & Urban Planning",Arts & Performance,2026-04-22T02:52:32.086589+00:00,"You craft, style, and customize wigs for clients in theater, film, fashion, and personal wear, transforming appearances and building confidence through meticulous technique and creative artistry."
LOW,8,cab2cacd-a9e4-4f69-9695-bb1f85a6f095,Youth Sports Director,Athletic,description,Gaming & Esports,"Tech & Engineering,Marketing & Communications,Architecture & Urban Planning",Sports & Fitness / Healthcare & Medicine / Education & Coaching,2026-04-22T02:52:34.465719+00:00,"You coach young athletes, plan sports programs and tournaments, and build community by creating safe, fun spaces where kids develop teamwork skills and discover their athletic potential."
LOW,8,f9207d8f-5e09-454d-b5c7-6a5bc7f9a13b,Zero Waste Program Manager,Sustainability,description,Gaming & Esports,"Tech & Engineering,Marketing & Communications,Science & Research",Environment & Sustainability / Business & Finance / Supply Chain & Operations / Architecture & Urban Planning,2026-04-22T02:52:30.264317+00:00,"You design and implement waste reduction strategies for organizations, diverting trash from landfills by coordinating recycling programs, composting initiatives, and sustainability audits that measurably shrink environmental footprints."
LOW,8,f6fce658-7a59-4111-8987-79fc822dd96e,Zero-Waste Program Manager,Sustainability,description,Gaming & Esports,"Tech & Engineering,Marketing & Communications,Science & Research",Environment & Sustainability / Business & Finance / Supply Chain & Operations / Architecture & Urban Planning,2026-04-22T02:52:31.20659+00:00,"You design and implement zero-waste systems for organizations, diverting trash from landfills by auditing waste streams, coordinating recycling programs, and engaging employees in sustainability practices that measurably reduce environmental impact."
MEDIUM,6,cbd89142-4422-4415-b34e-4dd45bd80ff3,Patient Advocate,Patient,title,Social Impact & Nonprofit,"Education & Coaching,Law & Government",Healthcare & Medicine,2026-04-22T02:52:31.20659+00:00,"You champion patients' rights and navigate complex healthcare systems on their behalf, ensuring they receive quality care, understand their options, and have their voices heard by medical teams and insurance companies."
MEDIUM,6,9d74b1f6-61c8-4c15-a1a1-3f63f38ec983,Water Quality Engineer,Engineer,title,Environment & Sustainability,"Science & Research,Law & Government",Tech & Engineering / Cybersecurity / Gaming & Esports,2026-05-31T02:29:34.622978+00:00,"You test and monitor water systems to detect contaminants, analyze data to protect public health, and design solutions that keep communities safe from pollution."
LOW,5,9070ba23-beff-4756-9a30-1caf76325ed4,Budget Analyst,Hospital,description,Education & Coaching,"Social Impact & Nonprofit,Tech & Engineering,Science & Research",Healthcare & Medicine,2026-04-22T02:52:32.271017+00:00,"You help organizations plan how to spend their money wisely by developing budgets and monitoring spending throughout the year. Your work ensures schools, hospitals, and government agencies can fund their most important programs."
LOW,5,e505baa9-22e6-4744-a82c-675b9febf708,Casino Operations Manager,Compliance,description,Gaming & Esports,"Tech & Engineering,Marketing & Communications,Science & Research",Law & Government / Business & Finance / Healthcare & Medicine / Cybersecurity / Environment & Sustainability / Supply Chain & Operations,2026-04-22T02:52:32.905098+00:00,"You orchestrate the seamless operations of a casino floor—managing staff, ensuring regulatory compliance, and maximizing guest experience while overseeing gaming tables, slot machines, and entertainment venues."
LOW,5,93163ada-07da-499e-83ba-510d9a602759,Commercial Kitchen Operator (Shared Space),Compliance,description,Entrepreneurship,"Hospitality & Events,Social Impact & Nonprofit",Law & Government / Business & Finance / Healthcare & Medicine / Cybersecurity / Environment & Sustainability / Supply Chain & Operations,2026-05-19T02:13:44.839112+00:00,"You manage and operate shared commercial kitchen spaces, helping food entrepreneurs launch their dreams by maintaining equipment, ensuring health compliance, and optimizing the space for multiple users."
LOW,5,1f81395d-a4f5-450f-bb5d-3c19b223399d,Corporate Comptroller,Compliance,description,Arts & Performance,"Media & Journalism,Design & Creative,Science & Research",Law & Government / Business & Finance / Healthcare & Medicine / Cybersecurity / Environment & Sustainability / Supply Chain & Operations,2026-04-22T02:52:33.295118+00:00,"You manage a company's finances, oversee accounting operations, and ensure financial compliance—keeping the books accurate while helping executives make smart money decisions."
LOW,5,243a90f3-43ed-4a1e-8f2b-69916814f830,Cosmetic Dermatologist,Medical,description,Fashion & Beauty,"Design & Creative,Marketing & Communications,Arts & Performance",Healthcare & Medicine / Science & Research,2026-04-22T02:52:31.392704+00:00,"You transform how people feel about their skin by performing minimally invasive procedures like injectables and laser treatments, combining artistic vision with medical precision to enhance natural beauty."
LOW,5,adf3485e-cef2-4277-92b8-9ac975e79738,Financial Crime Technology Specialist,Algorithm,description,Business & Finance,"Cybersecurity,Law & Government",Tech & Engineering / Science & Research / Gaming & Esports,2026-08-13T02:27:43.354165+00:00,"You hunt down fraudsters and money launderers by building algorithms and systems that catch suspicious financial patterns before criminals strike, protecting billions in transactions daily."
LOW,5,e21bcf6a-4a0e-4ce8-9616-17ae70479347,Food Service Director,Hospital,description,Hospitality & Events,"Education & Coaching,Business & Finance",Healthcare & Medicine,2026-04-30T01:59:18.526679+00:00,"You plan menus, manage budgets, and lead kitchen teams to deliver thousands of meals daily at hospitals, schools, or corporate cafeterias—turning nutritional science into delicious reality."
LOW,5,d2b40242-074e-4c8a-a770-011abd3adb34,Golf Instructor,Coach,description,Gaming & Esports,"Tech & Engineering,Marketing & Communications,Media & Journalism",Sports & Fitness / Education & Coaching / Business & Finance / Social Impact & Nonprofit,2026-04-22T02:52:30.082186+00:00,"You coach golfers of all skill levels on technique, swing mechanics, and course strategy while building their confidence and improving their game one lesson at a time."
LOW,5,15120114-3c8b-488e-bb84-25ed57d2574b,Healthcare Access Advocate,Medical,description,Social Impact & Nonprofit,"Law & Government,Education & Coaching",Healthcare & Medicine / Science & Research,2026-05-25T02:32:08.899895+00:00,"You navigate healthcare systems and policy to remove barriers that prevent underserved communities from accessing quality medical care, building trust and connecting people with resources that save lives."
LOW,5,139efc5b-1afd-45c0-8f8c-597e891cbbf6,Healthcare Startup Founder,Medical,description,Entrepreneurship,"Business & Finance,Tech & Engineering",Healthcare & Medicine / Science & Research,2026-06-19T02:54:19.116396+00:00,"You design and launch innovative health solutions from concept to market, pitching investors, building teams, and solving real medical problems while racing against the clock."
LOW,5,b3e2deb5-eff7-4ba0-be6e-e54240992057,Infection Prevention Specialist,Hospital,description,Hospitality & Events,"Food & Culinary,Marketing & Communications,Science & Research",Healthcare & Medicine,2026-04-22T02:52:29.206458+00:00,"You track disease patterns, train healthcare workers on safety protocols, and design systems that stop infections from spreading in hospitals—protecting patients and staff from preventable harm."
LOW,5,57c8902d-0a83-4f74-af90-26fbaad977ca,Influencer Entrepreneur,Algorithm,description,Entrepreneurship,"Media & Journalism,Design & Creative",Tech & Engineering / Science & Research / Gaming & Esports,2026-07-15T02:53:31.949371+00:00,"You create engaging content across social platforms, build loyal audiences, and monetize your influence through sponsorships, products, and brand partnerships while constantly adapting to trending formats and algorithm changes."
LOW,5,b27e4d28-acd4-4578-8ca6-36e0ed14d7cb,Medication Safety Officer,Hospital,description,Social Impact & Nonprofit,"Education & Coaching,Law & Government,Science & Research",Healthcare & Medicine,2026-04-22T02:52:34.05043+00:00,"You catch dangerous medication errors before they hurt patients, analyzing prescriptions and hospital systems to ensure every drug is safe, properly dosed, and won't cause harmful interactions."
LOW,5,985ffb0e-e617-49c4-b350-c9002f025369,Municipal Bond Trader,Hospital,description,Education & Coaching,"Social Impact & Nonprofit,Tech & Engineering,Science & Research",Healthcare & Medicine,2026-04-22T02:52:32.496342+00:00,"You analyze and trade municipal bonds to help cities and states fund schools, hospitals, and infrastructure while navigating complex market conditions and building relationships with institutional investors."
LOW,5,a21b0e51-9052-4f33-95e8-edc77f5d82f4,Nutritionist (Sports),Medical,description,Food & Culinary,"Hospitality & Events,Business & Finance,Arts & Performance",Healthcare & Medicine / Science & Research,2026-04-22T02:52:31.845128+00:00,"You develop personalized nutrition plans for athletes and teams, optimizing their diets to boost performance, recovery, and endurance while working closely with coaches and medical staff."
